Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Vehicle search,2018-06-22T04:15:51.640000+00:00,FALSE,,54.432472,-2.964153,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,
Person and Vehicle search,2018-06-22T05:04:52.073000+00:00,FALSE,,54.102065,-3.231417,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,TRUE
Person search,2018-06-22T17:09:33.460000+00:00,FALSE,,55.009148,-2.970014,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-22T17:12:45.857000+00:00,FALSE,,55.009148,-2.970014,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-22T17:17:47.157000+00:00,FALSE,,55.009148,-2.970014,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-22T17:32:08.343000+00:00,FALSE,,55.009148,-2.970014,Female,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-22T22:22:06.347000+00:00,FALSE,,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-23T13:22:05.057000+00:00,FALSE,,54.544843,-3.589599,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,TRUE,FALSE
Person search,2018-06-23T14:35:09.993000+00:00,FALSE,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-23T15:36:13.167000+00:00,FALSE,,54.547838,-3.588107,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,TRUE,FALSE
Person and Vehicle search,2018-06-23T20:23:22.677000+00:00,FALSE,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-23T22:30:12.647000+00:00,FALSE,,,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-23T23:35:09.620000+00:00,FALSE,,,,,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-23T23:41:04.497000+00:00,FALSE,,,,,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-23T23:41:09.123000+00:00,FALSE,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-23T23:45:01.433000+00:00,FALSE,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-06-24T15:23:17.647000+00:00,FALSE,,,,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,TRUE,FALSE
Person and Vehicle search,2018-06-24T16:04:58.843000+00:00,FALSE,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-06-25T00:21:30.237000+00:00,FALSE,,,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-25T17:38:35.007000+00:00,FALSE,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,TRUE,FALSE
Person and Vehicle search,2018-06-25T20:09:38.487000+00:00,FALSE,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-06-25T20:21:57.803000+00:00,FALSE,,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2018-06-25T20:29:21.573000+00:00,FALSE,,54.642662,-3.554719,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Firearms Act 1968 (section 47),Firearms,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2018-06-25T20:58:36.290000+00:00,FALSE,,54.549858,-3.587568,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-06-26T13:50:56.470000+00:00,FALSE,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-06-26T18:54:33.083000+00:00,FALSE,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2018-06-26T18:58:37.827000+00:00,FALSE,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-26T21:31:30.363000+00:00,FALSE,,54.341453,-2.734816,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,TRUE
Vehicle search,2018-06-26T21:35:55.930000+00:00,FALSE,,54.341453,-2.734816,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person and Vehicle search,2018-06-27T23:25:34.377000+00:00,FALSE,,,,,,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-28T01:35:33.710000+00:00,FALSE,,54.127271,-3.213326,,18-24,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2018-06-28T02:27:11.313000+00:00,FALSE,,54.126515,-3.216181,Male,25-34,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-28T04:23:56.850000+00:00,FALSE,,54.113123,-3.224937,,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2018-06-28T04:26:19.713000+00:00,FALSE,,54.113123,-3.224937,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2018-06-28T04:45:35.177000+00:00,FALSE,,,,Male,18-24,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2018-06-28T18:55:25.993000+00:00,FALSE,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,TRUE,FALSE
Person search,2018-06-29T22:34:04.507000+00:00,FALSE,,,,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,TRUE,FALSE
Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2018-06-01T00:03:00+00:00,FALSE,,53.457647,-2.221857,,,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
Person and Vehicle search,2018-06-01T00:10:00+00:00,FALSE,,53.457647,-2.221857,Male,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,TRUE,FALSE
Person search,2018-06-01T00:40:00+00:00,FALSE,,53.426006,-2.324597,Male,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
Person search,2018-06-01T01:19:00+00:00,FALSE,,53.479736,-2.247422,Male,,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
Person search,2018-06-01T01:26:00+00:00,FALSE,,53.47851,-2.248907,Male,25-34,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,,FALSE
Person search,2018-06-01T02:36:00+00:00,FALSE,,53.432137,-2.270294,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
Person search,2018-06-01T03:16:00+00:00,FALSE,,53.461166,-2.209329,,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
Person search,2018-06-01T13:45:00+00:00,FALSE,,53.55368,-2.145817,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
Person search,2018-06-01T18:27:00+00:00,FALSE,,53.414408,-2.238001,Male,Oct-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
Person search,2018-06-01T18:27:00+00:00,FALSE,,53.414408,-2.238001,Male,Oct-17,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
Person search,2018-06-01T20:50:00+00:00,FALSE,,53.594484,-2.442694,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
Person search,2018-06-01T22:00:00+00:00,FALSE,,53.484583,-2.301099,Male,over 34,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
Person search,2018-06-02T03:50:00+00:00,FALSE,,53.541989,-2.109606,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
Person search,2018-06-02T17:20:00+00:00,FALSE,,53.532794,-2.098629,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
Vehicle search,2018-06-02T17:35:00+00:00,FALSE,,53.532794,-2.098629,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
Person search,2018-06-03T01:00:00+00:00,TRUE,,53.477459,-2.23534,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,TRUE,FALSE
Person search,2018-06-03T01:10:00+00:00,FALSE,,53.477459,-2.23534,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,TRUE,FALSE
Person search,2018-06-03T01:10:00+00:00,FALSE,,53.477459,-2.23534,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,FALSE,FALSE
Person and Vehicle search,2018-06-03T02:50:00+00:00,FALSE,,53.615162,-2.170895,Male,25-34,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,TRUE,FALSE
Person search,2018-06-03T09:00:00+00:00,FALSE,,53.57407,-2.430641,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
Person search,2018-06-03T11:50:00+00:00,FALSE,,53.571809,-2.439633,,,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
Person search,2018-06-03T13:15:00+00:00,FALSE,,53.537663,-2.090613,Male,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Caution (simple or conditional),TRUE,FALSE
Person and Vehicle search,2018-06-03T17:00:00+00:00,FALSE,,53.540885,-2.117389,,,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person and Vehicle search,2018-06-03T17:00:00+00:00,FALSE,,53.540885,-2.117389,,,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Vehicle search,2018-06-03T19:30:00+00:00,FALSE,,53.396898,-2.118165,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,TRUE,FALSE
Person search,2018-06-04T16:25:00+00:00,FALSE,,53.508407,-2.158734,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
Person search,2018-06-04T23:05:00+00:00,FALSE,,53.521815,-2.13159,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
Vehicle search,2018-06-05T02:03:00+00:00,FALSE,,53.361928,-2.269834,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2018-06-05T03:24:00+00:00,FALSE,,53.54922,-2.627184,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
Person search,2018-06-05T03:24:00+00:00,FALSE,,53.548683,-2.628353,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
Person search,2018-06-05T07:58:00+00:00,FALSE,,53.413047,-2.230997,Male,,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,FALSE
Person search,2018-06-06T00:50:00+00:00,FALSE,,53.375753,-2.253117,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Arrest,FALSE,FALSE
Person search,2018-06-06T07:25:00+00:00,FALSE,,53.480277,-2.237782,Male,25-34,White - Irish,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
Person search,2018-06-06T10:00:00+00:00,FALSE,,53.578526,-2.428965,Male,,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Arrest,FALSE,FALSE
Person search,2018-06-06T10:00:00+00:00,FALSE,,53.578526,-2.428965,Male,,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Arrest,TRUE,FALSE
Person and Vehicle search,2018-06-06T11:34:00+00:00,FALSE,,51.799581,-0.073426,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
Person search,2018-06-06T15:05:00+00:00,FALSE,,53.519499,-2.144267,Male,18-24,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
Person search,2018-06-06T15:10:00+00:00,FALSE,,53.519499,-2.144267,Male,Oct-17,Asian/Asian British - Bangladeshi,Asian,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,,FALSE
Person search,2018-06-06T15:15:00+00:00,FALSE,,53.519999,-2.146666,Male,18-24,Asian/Asian British - Pakistani,,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,,FALSE
